model,session_id,window_id,label,probability,prediction,threshold
late_fusion,sess_002,sess_002_w000,0,0.000926297,0,0.29
late_fusion,sess_002,sess_002_w001,0,0.001189089,0,0.29
late_fusion,sess_002,sess_002_w002,0,0.00034760687,0,0.29
late_fusion,sess_002,sess_002_w003,0,2.989181e-05,0,0.29
late_fusion,sess_002,sess_002_w004,0,0.00014285432,0,0.29
late_fusion,sess_002,sess_002_w005,0,0.00014534139,0,0.29
late_fusion,sess_002,sess_002_w006,0,0.00013783076,0,0.29
late_fusion,sess_002,sess_002_w007,0,0.00047202938,0,0.29
late_fusion,sess_002,sess_002_w008,0,5.661767e-05,0,0.29
late_fusion,sess_002,sess_002_w009,0,0.00013215949,0,0.29
late_fusion,sess_002,sess_002_w010,0,5.848124e-05,0,0.29
late_fusion,sess_002,sess_002_w011,0,5.061691e-05,0,0.29
late_fusion,sess_002,sess_002_w012,0,2.018294e-05,0,0.29
late_fusion,sess_002,sess_002_w013,0,9.333947e-06,0,0.29
late_fusion,sess_002,sess_002_w014,0,3.50863e-05,0,0.29
late_fusion,sess_002,sess_002_w015,0,2.5670028e-05,0,0.29
late_fusion,sess_002,sess_002_w016,0,2.0272892e-05,0,0.29
late_fusion,sess_002,sess_002_w017,0,0.00039666556,0,0.29
late_fusion,sess_005,sess_005_w000,0,2.7052114e-05,0,0.29
late_fusion,sess_005,sess_005_w001,0,0.00024734935,0,0.29
late_fusion,sess_005,sess_005_w002,0,4.1980024e-05,0,0.29
late_fusion,sess_005,sess_005_w003,0,0.00032878452,0,0.29
late_fusion,sess_005,sess_005_w004,0,0.0015352916,0,0.29
late_fusion,sess_005,sess_005_w005,0,1.3301428e-05,0,0.29
late_fusion,sess_005,sess_005_w006,0,0.00239388,0,0.29
late_fusion,sess_005,sess_005_w007,0,9.909848e-05,0,0.29
late_fusion,sess_005,sess_005_w008,0,0.011316832,0,0.29
late_fusion,sess_005,sess_005_w009,0,9.49655e-05,0,0.29
late_fusion,sess_005,sess_005_w010,0,1.783728e-05,0,0.29
late_fusion,sess_005,sess_005_w011,0,0.00018408113,0,0.29
late_fusion,sess_005,sess_005_w012,0,7.451074e-05,0,0.29
late_fusion,sess_005,sess_005_w013,0,2.8066506e-05,0,0.29
late_fusion,sess_005,sess_005_w014,0,4.3363902e-06,0,0.29
late_fusion,sess_005,sess_005_w015,0,6.569139e-05,0,0.29
late_fusion,sess_005,sess_005_w016,0,4.6737823e-05,0,0.29
late_fusion,sess_005,sess_005_w017,0,0.00023327659,0,0.29
late_fusion,sess_009,sess_009_w000,0,0.00028220838,0,0.29
late_fusion,sess_009,sess_009_w001,0,0.004798935,0,0.29
late_fusion,sess_009,sess_009_w002,0,1.9941206e-05,0,0.29
late_fusion,sess_009,sess_009_w003,0,0.00013452311,0,0.29
late_fusion,sess_009,sess_009_w004,0,0.00016671237,0,0.29
late_fusion,sess_009,sess_009_w005,0,0.0009596134,0,0.29
late_fusion,sess_009,sess_009_w006,0,0.00031736353,0,0.29
late_fusion,sess_009,sess_009_w007,0,0.00012527085,0,0.29
late_fusion,sess_009,sess_009_w008,0,9.171352e-06,0,0.29
late_fusion,sess_009,sess_009_w009,0,3.6573143e-05,0,0.29
late_fusion,sess_009,sess_009_w010,0,0.00017706917,0,0.29
late_fusion,sess_009,sess_009_w011,0,5.2148327e-05,0,0.29
late_fusion,sess_009,sess_009_w012,0,6.122689e-05,0,0.29
late_fusion,sess_009,sess_009_w013,0,0.00011387171,0,0.29
late_fusion,sess_009,sess_009_w014,0,0.0160573,0,0.29
late_fusion,sess_009,sess_009_w015,0,9.5704956e-05,0,0.29
late_fusion,sess_009,sess_009_w016,0,3.0576437e-05,0,0.29
late_fusion,sess_009,sess_009_w017,0,0.00030062124,0,0.29
late_fusion,sess_015,sess_015_w000,0,6.2399704e-05,0,0.29
late_fusion,sess_015,sess_015_w001,0,2.3457935e-05,0,0.29
late_fusion,sess_015,sess_015_w002,0,0.00012247215,0,0.29
late_fusion,sess_015,sess_015_w003,0,8.2051454e-05,0,0.29
late_fusion,sess_015,sess_015_w004,0,3.0087916e-05,0,0.29
late_fusion,sess_015,sess_015_w005,0,0.00012730995,0,0.29
late_fusion,sess_015,sess_015_w006,0,0.00023440631,0,0.29
late_fusion,sess_015,sess_015_w007,0,0.0011661435,0,0.29
late_fusion,sess_015,sess_015_w008,0,1.3493778e-05,0,0.29
late_fusion,sess_015,sess_015_w009,0,0.0005083733,0,0.29
late_fusion,sess_015,sess_015_w010,0,5.5025062e-05,0,0.29
late_fusion,sess_015,sess_015_w011,0,6.1061066e-05,0,0.29
late_fusion,sess_015,sess_015_w012,0,3.1707525e-05,0,0.29
late_fusion,sess_015,sess_015_w013,0,3.7632892e-06,0,0.29
late_fusion,sess_015,sess_015_w014,0,2.6301697e-05,0,0.29
late_fusion,sess_015,sess_015_w015,0,0.00024398587,0,0.29
late_fusion,sess_015,sess_015_w016,0,0.046180423,0,0.29
late_fusion,sess_015,sess_015_w017,0,3.122644e-05,0,0.29
late_fusion,sess_016,sess_016_w000,0,6.342571e-05,0,0.29
late_fusion,sess_016,sess_016_w001,0,0.00012796742,0,0.29
late_fusion,sess_016,sess_016_w002,0,0.00015270353,0,0.29
late_fusion,sess_016,sess_016_w003,0,0.00012570473,0,0.29
late_fusion,sess_016,sess_016_w004,0,2.825541e-05,0,0.29
late_fusion,sess_016,sess_016_w005,0,7.449126e-06,0,0.29
late_fusion,sess_016,sess_016_w006,0,2.8200628e-05,0,0.29
late_fusion,sess_016,sess_016_w007,0,0.00010210289,0,0.29
late_fusion,sess_016,sess_016_w008,0,8.670514e-06,0,0.29
late_fusion,sess_016,sess_016_w009,0,8.173915e-05,0,0.29
late_fusion,sess_016,sess_016_w010,0,7.9562546e-05,0,0.29
late_fusion,sess_016,sess_016_w011,0,0.0012998868,0,0.29
late_fusion,sess_016,sess_016_w012,0,0.00017984063,0,0.29
late_fusion,sess_016,sess_016_w013,0,0.001888885,0,0.29
late_fusion,sess_016,sess_016_w014,0,8.0104655e-05,0,0.29
late_fusion,sess_016,sess_016_w015,0,7.755501e-06,0,0.29
late_fusion,sess_016,sess_016_w016,0,0.00039501392,0,0.29
late_fusion,sess_016,sess_016_w017,0,6.296679e-05,0,0.29
late_fusion,sess_018,sess_018_w000,0,0.00020145717,0,0.29
late_fusion,sess_018,sess_018_w001,0,0.00086869457,0,0.29
late_fusion,sess_018,sess_018_w002,0,4.4975233e-05,0,0.29
