model,session_id,window_id,label,probability,prediction,threshold
gaze_environment,sess_002,sess_002_w000,0,0.056105915,0,0.7
gaze_environment,sess_002,sess_002_w001,0,5.345318e-09,0,0.7
gaze_environment,sess_002,sess_002_w002,0,0.0061989184,0,0.7
gaze_environment,sess_002,sess_002_w003,0,0.035906535,0,0.7
gaze_environment,sess_002,sess_002_w004,0,0.003385699,0,0.7
gaze_environment,sess_002,sess_002_w005,0,0.0053314976,0,0.7
gaze_environment,sess_002,sess_002_w006,0,0.01395947,0,0.7
gaze_environment,sess_002,sess_002_w007,0,0.03148878,0,0.7
gaze_environment,sess_002,sess_002_w008,0,0.09266724,0,0.7
gaze_environment,sess_002,sess_002_w009,0,2.5363848e-16,0,0.7
gaze_environment,sess_002,sess_002_w010,0,0.023647794,0,0.7
gaze_environment,sess_002,sess_002_w011,0,0.089399986,0,0.7
gaze_environment,sess_002,sess_002_w012,0,0.07522062,0,0.7
gaze_environment,sess_002,sess_002_w013,0,0.05359184,0,0.7
gaze_environment,sess_002,sess_002_w014,0,0.026184706,0,0.7
gaze_environment,sess_002,sess_002_w015,0,0.1784529,0,0.7
gaze_environment,sess_002,sess_002_w016,0,0.103344046,0,0.7
gaze_environment,sess_002,sess_002_w017,0,0.0016477086,0,0.7
gaze_environment,sess_005,sess_005_w000,0,0.78213036,1,0.7
gaze_environment,sess_005,sess_005_w001,0,0.040624745,0,0.7
gaze_environment,sess_005,sess_005_w002,0,0.048627,0,0.7
gaze_environment,sess_005,sess_005_w003,0,0.018298658,0,0.7
gaze_environment,sess_005,sess_005_w004,0,0.022458885,0,0.7
gaze_environment,sess_005,sess_005_w005,0,0.040656365,0,0.7
gaze_environment,sess_005,sess_005_w006,0,2.693293e-15,0,0.7
gaze_environment,sess_005,sess_005_w007,0,0.018859543,0,0.7
gaze_environment,sess_005,sess_005_w008,0,2.7015675e-14,0,0.7
gaze_environment,sess_005,sess_005_w009,0,0.20814545,0,0.7
gaze_environment,sess_005,sess_005_w010,0,0.012850004,0,0.7
gaze_environment,sess_005,sess_005_w011,0,4.9807066e-15,0,0.7
gaze_environment,sess_005,sess_005_w012,0,0.03538458,0,0.7
gaze_environment,sess_005,sess_005_w013,0,0.046874207,0,0.7
gaze_environment,sess_005,sess_005_w014,0,0.011534481,0,0.7
gaze_environment,sess_005,sess_005_w015,0,0.086220555,0,0.7
gaze_environment,sess_005,sess_005_w016,0,0.00740512,0,0.7
gaze_environment,sess_005,sess_005_w017,0,0.07792237,0,0.7
gaze_environment,sess_009,sess_009_w000,0,0.013837812,0,0.7
gaze_environment,sess_009,sess_009_w001,0,0.0030791175,0,0.7
gaze_environment,sess_009,sess_009_w002,0,0.044261754,0,0.7
gaze_environment,sess_009,sess_009_w003,0,0.032392852,0,0.7
gaze_environment,sess_009,sess_009_w004,0,0.037494328,0,0.7
gaze_environment,sess_009,sess_009_w005,0,0.010114735,0,0.7
gaze_environment,sess_009,sess_009_w006,0,0.09412959,0,0.7
gaze_environment,sess_009,sess_009_w007,0,0.009980154,0,0.7
gaze_environment,sess_009,sess_009_w008,0,0.04452472,0,0.7
gaze_environment,sess_009,sess_009_w009,0,5.5941245e-17,0,0.7
gaze_environment,sess_009,sess_009_w010,0,0.102721065,0,0.7
gaze_environment,sess_009,sess_009_w011,0,0.020579524,0,0.7
gaze_environment,sess_009,sess_009_w012,0,0.019797562,0,0.7
gaze_environment,sess_009,sess_009_w013,0,0.012509917,0,0.7
gaze_environment,sess_009,sess_009_w014,0,3.2947526e-08,0,0.7
